(epoch: 49, iters: 4124, time: 0.083, data: 0.004) G_GAN: 1.823 G_L1: 6.330 D_real: 0.015 D_fake: 0.884
(epoch: 50, iters: 2962, time: 0.083, data: 0.002) G_GAN: 1.752 G_L1: 40.864 D_real: 0.001 D_fake: 0.575
(epoch: 50, iters: 3062, time: 0.083, data: 0.002) G_GAN: 2.364 G_L1: 8.650 D_real: 0.221 D_fake: 0.223
(epoch: 50, iters: 3162, time: 0.083, data: 0.002) G_GAN: 1.685 G_L1: 6.913 D_real: 0.036 D_fake: 0.807
(epoch: 50, iters: 3262, time: 0.197, data: 0.002) G_GAN: 1.351 G_L1: 4.721 D_real: 0.479 D_fake: 0.516
(epoch: 50, iters: 3362, time: 0.081, data: 0.002) G_GAN: 1.711 G_L1: 6.907 D_real: 0.261 D_fake: 0.524
(epoch: 50, iters: 3462, time: 0.083, data: 0.002) G_GAN: 1.186 G_L1: 4.183 D_real: 0.628 D_fake: 0.615
(epoch: 50, iters: 3562, time: 0.082, data: 0.002) G_GAN: 2.374 G_L1: 8.390 D_real: 0.006 D_fake: 0.288
(epoch: 50, iters: 3662, time: 0.397, data: 0.002) G_GAN: 1.881 G_L1: 6.040 D_real: 0.814 D_fake: 0.177
(epoch: 50, iters: 3762, time: 0.081, data: 0.002) G_GAN: 1.965 G_L1: 5.688 D_real: 0.285 D_fake: 0.261
(epoch: 50, iters: 3862, time: 0.083, data: 0.002) G_GAN: 2.733 G_L1: 8.629 D_real: 0.147 D_fake: 0.120
(epoch: 50, iters: 3962, time: 0.083, data: 0.002) G_GAN: 1.685 G_L1: 4.668 D_real: 0.361 D_fake: 0.330
(epoch: 50, iters: 4062, time: 0.348, data: 0.002) G_GAN: 1.591 G_L1: 6.580 D_real: 0.591 D_fake: 0.504
(epoch: 50, iters: 4162, time: 0.081, data: 0.002) G_GAN: 1.990 G_L1: 5.837 D_real: 0.401 D_fake: 0.450
saving the model at the end of epoch 50, iters 208100
End of epoch 50 / 60     Time Taken: 243 sec
update learning rate: 0.000073 -> 0.000067
(epoch: 51, iters: 100, time: 0.084, data: 0.097) G_GAN: 2.021 G_L1: 44.411 D_real: 0.000 D_fake: 0.341
(epoch: 51, iters: 200, time: 0.081, data: 0.002) G_GAN: 2.370 G_L1: 44.357 D_real: 0.000 D_fake: 0.203
(epoch: 51, iters: 300, time: 0.779, data: 0.002) G_GAN: 3.634 G_L1: 47.788 D_real: 0.003 D_fake: 0.062
(epoch: 51, iters: 400, time: 0.083, data: 0.002) G_GAN: 1.859 G_L1: 6.492 D_real: 0.899 D_fake: 0.263
(epoch: 51, iters: 500, time: 0.084, data: 0.002) G_GAN: 1.821 G_L1: 36.453 D_real: 0.000 D_fake: 0.436
(epoch: 51, iters: 600, time: 0.083, data: 0.002) G_GAN: 1.613 G_L1: 4.830 D_real: 0.338 D_fake: 0.393
(epoch: 51, iters: 700, time: 0.758, data: 0.002) G_GAN: 1.568 G_L1: 5.130 D_real: 0.701 D_fake: 0.183
(epoch: 51, iters: 800, time: 0.078, data: 0.002) G_GAN: 1.623 G_L1: 4.191 D_real: 0.381 D_fake: 0.424
(epoch: 51, iters: 900, time: 0.084, data: 0.002) G_GAN: 1.996 G_L1: 5.498 D_real: 0.756 D_fake: 0.245
(epoch: 51, iters: 1000, time: 0.084, data: 0.002) G_GAN: 2.867 G_L1: 8.907 D_real: 0.150 D_fake: 0.152
(epoch: 51, iters: 1100, time: 0.207, data: 0.002) G_GAN: 1.931 G_L1: 6.641 D_real: 0.242 D_fake: 0.358
(epoch: 51, iters: 1200, time: 0.083, data: 0.002) G_GAN: 1.791 G_L1: 6.145 D_real: 0.100 D_fake: 0.662
(epoch: 51, iters: 1300, time: 0.083, data: 0.002) G_GAN: 2.528 G_L1: 7.577 D_real: 0.196 D_fake: 0.240
(epoch: 51, iters: 1400, time: 0.083, data: 0.002) G_GAN: 2.616 G_L1: 6.459 D_real: 0.144 D_fake: 0.170
(epoch: 51, iters: 1500, time: 0.270, data: 0.002) G_GAN: 2.202 G_L1: 5.900 D_real: 0.331 D_fake: 0.215
(epoch: 51, iters: 1600, time: 0.077, data: 0.002) G_GAN: 2.007 G_L1: 5.260 D_real: 0.739 D_fake: 0.119
(epoch: 51, iters: 1700, time: 0.083, data: 0.002) G_GAN: 1.265 G_L1: 5.472 D_real: 0.466 D_fake: 0.646
(epoch: 51, iters: 1800, time: 0.081, data: 0.002) G_GAN: 2.131 G_L1: 6.641 D_real: 0.931 D_fake: 0.121
(epoch: 51, iters: 1900, time: 0.331, data: 0.002) G_GAN: 2.441 G_L1: 26.736 D_real: 0.000 D_fake: 0.224
saving the latest model (epoch 51, total_iters 210000)
(epoch: 51, iters: 2000, time: 0.083, data: 0.002) G_GAN: 2.522 G_L1: 4.617 D_real: 0.462 D_fake: 0.132
(epoch: 51, iters: 2100, time: 0.082, data: 0.004) G_GAN: 1.839 G_L1: 5.416 D_real: 0.880 D_fake: 0.117
(epoch: 51, iters: 2200, time: 0.083, data: 0.002) G_GAN: 1.854 G_L1: 5.682 D_real: 0.201 D_fake: 0.597
(epoch: 51, iters: 2300, time: 0.206, data: 0.002) G_GAN: 3.888 G_L1: 10.777 D_real: 0.602 D_fake: 0.058
(epoch: 51, iters: 2400, time: 0.077, data: 0.002) G_GAN: 2.999 G_L1: 5.363 D_real: 0.444 D_fake: 0.083
(epoch: 51, iters: 2500, time: 0.084, data: 0.002) G_GAN: 2.796 G_L1: 5.813 D_real: 0.357 D_fake: 0.120
(epoch: 51, iters: 2600, time: 0.084, data: 0.002) G_GAN: 2.553 G_L1: 5.744 D_real: 0.582 D_fake: 0.086
(epoch: 51, iters: 2700, time: 0.252, data: 0.002) G_GAN: 1.597 G_L1: 4.330 D_real: 0.484 D_fake: 0.274
(epoch: 51, iters: 2800, time: 0.080, data: 0.002) G_GAN: 2.422 G_L1: 9.308 D_real: 0.899 D_fake: 0.112
(epoch: 51, iters: 2900, time: 0.084, data: 0.002) G_GAN: 1.848 G_L1: 4.658 D_real: 0.381 D_fake: 0.298
(epoch: 51, iters: 3000, time: 0.082, data: 0.002) G_GAN: 1.819 G_L1: 6.557 D_real: 0.566 D_fake: 0.185
(epoch: 51, iters: 3100, time: 0.326, data: 0.002) G_GAN: 2.425 G_L1: 5.162 D_real: 0.652 D_fake: 0.150
(epoch: 51, iters: 3200, time: 0.082, data: 0.002) G_GAN: 1.649 G_L1: 5.908 D_real: 0.288 D_fake: 0.468
(epoch: 51, iters: 3300, time: 0.082, data: 0.002) G_GAN: 1.980 G_L1: 5.282 D_real: 0.434 D_fake: 0.169
(epoch: 51, iters: 3400, time: 0.083, data: 0.002) G_GAN: 2.309 G_L1: 4.504 D_real: 0.265 D_fake: 0.182
(epoch: 51, iters: 3500, time: 0.196, data: 0.002) G_GAN: 1.581 G_L1: 3.967 D_real: 0.502 D_fake: 0.354
(epoch: 51, iters: 3600, time: 0.082, data: 0.002) G_GAN: 1.626 G_L1: 3.927 D_real: 0.414 D_fake: 0.337
(epoch: 51, iters: 3700, time: 0.084, data: 0.002) G_GAN: 1.582 G_L1: 4.279 D_real: 0.380 D_fake: 0.532
(epoch: 51, iters: 3800, time: 0.084, data: 0.002) G_GAN: 2.466 G_L1: 6.380 D_real: 0.407 D_fake: 0.114
(epoch: 51, iters: 3900, time: 0.341, data: 0.002) G_GAN: 2.226 G_L1: 5.189 D_real: 0.393 D_fake: 0.190
(epoch: 51, iters: 4000, time: 0.079, data: 0.002) G_GAN: 2.534 G_L1: 4.114 D_real: 0.418 D_fake: 0.120
(epoch: 51, iters: 4100, time: 0.078, data: 0.002) G_GAN: 2.366 G_L1: 4.937 D_real: 0.041 D_fake: 0.203
End of epoch 51 / 60     Time Taken: 241 sec
update learning rate: 0.000067 -> 0.000060
(epoch: 52, iters: 38, time: 0.081, data: 0.002) G_GAN: 1.757 G_L1: 4.395 D_real: 0.322 D_fake: 0.354
(epoch: 52, iters: 138, time: 0.718, data: 0.002) G_GAN: 2.345 G_L1: 4.387 D_real: 0.505 D_fake: 0.142
(epoch: 52, iters: 238, time: 0.082, data: 0.002) G_GAN: 2.194 G_L1: 6.553 D_real: 0.266 D_fake: 0.312
(epoch: 52, iters: 338, time: 0.082, data: 0.002) G_GAN: 1.967 G_L1: 5.399 D_real: 0.341 D_fake: 0.339
(epoch: 52, iters: 438, time: 0.081, data: 0.002) G_GAN: 2.722 G_L1: 42.018 D_real: 0.000 D_fake: 0.239
(epoch: 52, iters: 538, time: 0.208, data: 0.002) G_GAN: 2.038 G_L1: 7.348 D_real: 0.063 D_fake: 0.378
(epoch: 52, iters: 638, time: 0.083, data: 0.002) G_GAN: 2.360 G_L1: 4.808 D_real: 0.459 D_fake: 0.136
(epoch: 52, iters: 738, time: 0.084, data: 0.002) G_GAN: 2.386 G_L1: 9.507 D_real: 0.205 D_fake: 0.232
(epoch: 52, iters: 838, time: 0.084, data: 0.003) G_GAN: 2.825 G_L1: 5.720 D_real: 0.538 D_fake: 0.082
(epoch: 52, iters: 938, time: 0.219, data: 0.002) G_GAN: 1.428 G_L1: 4.238 D_real: 0.249 D_fake: 0.656
(epoch: 52, iters: 1038, time: 0.080, data: 0.002) G_GAN: 1.688 G_L1: 6.581 D_real: 0.310 D_fake: 0.601
(epoch: 52, iters: 1138, time: 0.083, data: 0.002) G_GAN: 1.840 G_L1: 4.654 D_real: 0.049 D_fake: 0.390
(epoch: 52, iters: 1238, time: 0.083, data: 0.002) G_GAN: 1.963 G_L1: 7.188 D_real: 0.686 D_fake: 0.269
(epoch: 52, iters: 1338, time: 0.327, data: 0.002) G_GAN: 1.745 G_L1: 4.198 D_real: 0.465 D_fake: 0.248
(epoch: 52, iters: 1438, time: 0.082, data: 0.002) G_GAN: 1.691 G_L1: 4.363 D_real: 0.015 D_fake: 0.602
(epoch: 52, iters: 1538, time: 0.082, data: 0.002) G_GAN: 3.600 G_L1: 9.772 D_real: 0.057 D_fake: 0.083
(epoch: 52, iters: 1638, time: 0.083, data: 0.002) G_GAN: 2.123 G_L1: 7.202 D_real: 0.733 D_fake: 0.139
(epoch: 52, iters: 1738, time: 0.353, data: 0.002) G_GAN: 2.462 G_L1: 40.203 D_real: 0.008 D_fake: 0.203
(epoch: 52, iters: 1838, time: 0.081, data: 0.002) G_GAN: 2.718 G_L1: 5.521 D_real: 0.232 D_fake: 0.132
(epoch: 52, iters: 1938, time: 0.084, data: 0.002) G_GAN: 1.641 G_L1: 6.454 D_real: 0.086 D_fake: 0.583
(epoch: 52, iters: 2038, time: 0.083, data: 0.002) G_GAN: 1.767 G_L1: 6.024 D_real: 0.202 D_fake: 0.575
(epoch: 52, iters: 2138, time: 0.205, data: 0.002) G_GAN: 2.420 G_L1: 6.607 D_real: 0.427 D_fake: 0.136
(epoch: 52, iters: 2238, time: 0.084, data: 0.002) G_GAN: 2.275 G_L1: 7.801 D_real: 0.173 D_fake: 0.227
(epoch: 52, iters: 2338, time: 0.084, data: 0.002) G_GAN: 2.072 G_L1: 5.107 D_real: 0.132 D_fake: 0.326
(epoch: 52, iters: 2438, time: 0.082, data: 0.002) G_GAN: 2.107 G_L1: 4.607 D_real: 0.048 D_fake: 0.282
(epoch: 52, iters: 2538, time: 0.270, data: 0.002) G_GAN: 2.087 G_L1: 5.182 D_real: 0.013 D_fake: 0.308
(epoch: 52, iters: 2638, time: 0.080, data: 0.002) G_GAN: 2.581 G_L1: 5.241 D_real: 0.257 D_fake: 0.163
(epoch: 52, iters: 2738, time: 0.084, data: 0.002) G_GAN: 1.258 G_L1: 5.793 D_real: 0.298 D_fake: 0.595
saving the latest model (epoch 52, total_iters 215000)
(epoch: 52, iters: 2838, time: 0.083, data: 0.002) G_GAN: 1.609 G_L1: 5.243 D_real: 0.452 D_fake: 0.324
(epoch: 52, iters: 2938, time: 0.225, data: 0.002) G_GAN: 1.722 G_L1: 4.642 D_real: 0.233 D_fake: 0.677
(epoch: 52, iters: 3038, time: 0.077, data: 0.002) G_GAN: 2.911 G_L1: 7.079 D_real: 0.266 D_fake: 0.114
(epoch: 52, iters: 3138, time: 0.084, data: 0.002) G_GAN: 2.171 G_L1: 4.926 D_real: 0.201 D_fake: 0.253
(epoch: 52, iters: 3238, time: 0.082, data: 0.002) G_GAN: 1.558 G_L1: 4.507 D_real: 0.355 D_fake: 0.395
(epoch: 52, iters: 3338, time: 0.570, data: 0.002) G_GAN: 1.311 G_L1: 6.153 D_real: 0.509 D_fake: 0.608
(epoch: 52, iters: 3438, time: 0.082, data: 0.002) G_GAN: 1.510 G_L1: 14.451 D_real: 0.681 D_fake: 0.432
(epoch: 52, iters: 3538, time: 0.084, data: 0.002) G_GAN: 2.441 G_L1: 8.176 D_real: 0.238 D_fake: 0.181
(epoch: 52, iters: 3638, time: 0.081, data: 0.002) G_GAN: 2.352 G_L1: 31.656 D_real: 0.000 D_fake: 0.227
(epoch: 52, iters: 3738, time: 0.346, data: 0.002) G_GAN: 2.259 G_L1: 38.151 D_real: 0.001 D_fake: 0.370
(epoch: 52, iters: 3838, time: 0.081, data: 0.002) G_GAN: 1.425 G_L1: 6.485 D_real: 0.585 D_fake: 0.764
(epoch: 52, iters: 3938, time: 0.084, data: 0.002) G_GAN: 2.016 G_L1: 5.037 D_real: 0.942 D_fake: 0.119
(epoch: 52, iters: 4038, time: 0.084, data: 0.002) G_GAN: 2.017 G_L1: 4.557 D_real: 0.509 D_fake: 0.217
(epoch: 52, iters: 4138, time: 0.236, data: 0.002) G_GAN: 1.951 G_L1: 10.157 D_real: 0.739 D_fake: 0.160
End of epoch 52 / 60     Time Taken: 241 sec
update learning rate: 0.000060 -> 0.000053
(epoch: 53, iters: 76, time: 0.068, data: 0.004) G_GAN: 1.773 G_L1: 6.263 D_real: 0.967 D_fake: 0.223
(epoch: 53, iters: 176, time: 0.082, data: 0.002) G_GAN: 3.032 G_L1: 5.252 D_real: 0.341 D_fake: 0.069
(epoch: 53, iters: 276, time: 0.084, data: 0.002) G_GAN: 1.673 G_L1: 4.641 D_real: 0.451 D_fake: 0.354
(epoch: 53, iters: 376, time: 1.369, data: 0.002) G_GAN: 2.115 G_L1: 32.933 D_real: 0.000 D_fake: 0.346
(epoch: 53, iters: 476, time: 0.083, data: 0.002) G_GAN: 1.913 G_L1: 48.251 D_real: 0.000 D_fake: 0.366
(epoch: 53, iters: 576, time: 0.080, data: 0.002) G_GAN: 1.646 G_L1: 5.233 D_real: 0.229 D_fake: 0.287
(epoch: 53, iters: 676, time: 0.080, data: 0.002) G_GAN: 2.181 G_L1: 5.142 D_real: 0.177 D_fake: 0.243
(epoch: 53, iters: 776, time: 0.194, data: 0.002) G_GAN: 1.671 G_L1: 4.908 D_real: 0.648 D_fake: 0.267
(epoch: 53, iters: 876, time: 0.079, data: 0.002) G_GAN: 1.744 G_L1: 3.632 D_real: 0.363 D_fake: 0.343
(epoch: 53, iters: 976, time: 0.082, data: 0.002) G_GAN: 2.750 G_L1: 34.606 D_real: 0.005 D_fake: 0.144
(epoch: 53, iters: 1076, time: 0.083, data: 0.002) G_GAN: 1.751 G_L1: 4.756 D_real: 0.271 D_fake: 0.317
(epoch: 53, iters: 1176, time: 0.225, data: 0.002) G_GAN: 1.965 G_L1: 4.510 D_real: 0.027 D_fake: 0.385
(epoch: 53, iters: 1276, time: 0.076, data: 0.002) G_GAN: 2.122 G_L1: 23.722 D_real: 0.000 D_fake: 0.322
(epoch: 53, iters: 1376, time: 0.083, data: 0.002) G_GAN: 2.101 G_L1: 4.896 D_real: 0.431 D_fake: 0.232
(epoch: 53, iters: 1476, time: 0.083, data: 0.002) G_GAN: 2.385 G_L1: 5.290 D_real: 0.263 D_fake: 0.247
(epoch: 53, iters: 1576, time: 0.349, data: 0.002) G_GAN: 1.817 G_L1: 7.008 D_real: 0.099 D_fake: 0.490
(epoch: 53, iters: 1676, time: 0.083, data: 0.002) G_GAN: 2.099 G_L1: 4.501 D_real: 0.700 D_fake: 0.155
(epoch: 53, iters: 1776, time: 0.083, data: 0.002) G_GAN: 2.019 G_L1: 5.187 D_real: 0.370 D_fake: 0.308
(epoch: 53, iters: 1876, time: 0.083, data: 0.002) G_GAN: 1.825 G_L1: 4.254 D_real: 0.565 D_fake: 0.276
(epoch: 53, iters: 1976, time: 0.203, data: 0.002) G_GAN: 1.892 G_L1: 4.106 D_real: 0.706 D_fake: 0.181
(epoch: 53, iters: 2076, time: 0.080, data: 0.002) G_GAN: 1.879 G_L1: 4.242 D_real: 0.616 D_fake: 0.208
(epoch: 53, iters: 2176, time: 0.084, data: 0.002) G_GAN: 1.723 G_L1: 4.560 D_real: 0.388 D_fake: 0.320
(epoch: 53, iters: 2276, time: 0.084, data: 0.002) G_GAN: 2.235 G_L1: 8.936 D_real: 0.386 D_fake: 0.213
(epoch: 53, iters: 2376, time: 0.214, data: 0.002) G_GAN: 1.684 G_L1: 4.788 D_real: 0.362 D_fake: 0.403
(epoch: 53, iters: 2476, time: 0.083, data: 0.002) G_GAN: 2.453 G_L1: 5.123 D_real: 1.056 D_fake: 0.095
(epoch: 53, iters: 2576, time: 0.083, data: 0.002) G_GAN: 1.486 G_L1: 4.292 D_real: 0.139 D_fake: 0.627
(epoch: 53, iters: 2676, time: 0.081, data: 0.002) G_GAN: 2.438 G_L1: 6.094 D_real: 0.187 D_fake: 0.125
(epoch: 53, iters: 2776, time: 0.219, data: 0.002) G_GAN: 1.791 G_L1: 5.387 D_real: 0.635 D_fake: 0.301
wandb: Network error (ReadTimeout), entering retry loop.
(epoch: 53, iters: 2876, time: 0.084, data: 0.002) G_GAN: 2.624 G_L1: 56.543 D_real: 0.077 D_fake: 0.177
(epoch: 53, iters: 2976, time: 0.081, data: 0.002) G_GAN: 2.622 G_L1: 3.950 D_real: 0.126 D_fake: 0.183
(epoch: 53, iters: 3076, time: 0.083, data: 0.002) G_GAN: 2.278 G_L1: 4.587 D_real: 0.170 D_fake: 0.280
(epoch: 53, iters: 3176, time: 0.215, data: 0.002) G_GAN: 2.425 G_L1: 6.461 D_real: 0.053 D_fake: 0.283
(epoch: 53, iters: 3276, time: 0.079, data: 0.002) G_GAN: 2.191 G_L1: 4.221 D_real: 0.175 D_fake: 0.243
(epoch: 53, iters: 3376, time: 0.077, data: 0.002) G_GAN: 2.079 G_L1: 5.570 D_real: 0.556 D_fake: 0.185
(epoch: 53, iters: 3476, time: 0.080, data: 0.002) G_GAN: 1.306 G_L1: 3.629 D_real: 0.209 D_fake: 0.711
(epoch: 53, iters: 3576, time: 0.395, data: 0.002) G_GAN: 2.274 G_L1: 6.382 D_real: 0.307 D_fake: 0.229
saving the latest model (epoch 53, total_iters 220000)
(epoch: 53, iters: 3676, time: 0.082, data: 0.002) G_GAN: 2.277 G_L1: 5.162 D_real: 0.369 D_fake: 0.170
(epoch: 53, iters: 3776, time: 0.081, data: 0.002) G_GAN: 2.546 G_L1: 31.451 D_real: 0.000 D_fake: 0.211
(epoch: 53, iters: 3876, time: 0.081, data: 0.002) G_GAN: 1.962 G_L1: 6.373 D_real: 0.123 D_fake: 0.455
(epoch: 53, iters: 3976, time: 0.206, data: 0.002) G_GAN: 2.121 G_L1: 4.403 D_real: 0.471 D_fake: 0.189
(epoch: 53, iters: 4076, time: 0.081, data: 0.002) G_GAN: 1.738 G_L1: 4.075 D_real: 0.992 D_fake: 0.174
End of epoch 53 / 60     Time Taken: 241 sec
update learning rate: 0.000053 -> 0.000047
(epoch: 54, iters: 14, time: 0.082, data: 0.002) G_GAN: 2.118 G_L1: 5.650 D_real: 0.347 D_fake: 0.224
(epoch: 54, iters: 114, time: 0.085, data: 0.002) G_GAN: 1.715 G_L1: 5.108 D_real: 0.568 D_fake: 0.289
(epoch: 54, iters: 214, time: 0.716, data: 0.002) G_GAN: 1.763 G_L1: 5.972 D_real: 0.855 D_fake: 0.204
(epoch: 54, iters: 314, time: 0.082, data: 0.002) G_GAN: 3.255 G_L1: 4.860 D_real: 0.111 D_fake: 0.090
(epoch: 54, iters: 414, time: 0.074, data: 0.002) G_GAN: 2.146 G_L1: 4.661 D_real: 0.729 D_fake: 0.180
(epoch: 54, iters: 514, time: 0.080, data: 0.002) G_GAN: 1.874 G_L1: 5.884 D_real: 0.307 D_fake: 0.393
(epoch: 54, iters: 614, time: 0.202, data: 0.002) G_GAN: 2.196 G_L1: 4.837 D_real: 1.012 D_fake: 0.165
(epoch: 54, iters: 714, time: 0.082, data: 0.002) G_GAN: 1.936 G_L1: 5.438 D_real: 0.059 D_fake: 0.321
(epoch: 54, iters: 814, time: 0.085, data: 0.002) G_GAN: 1.868 G_L1: 6.099 D_real: 0.210 D_fake: 0.414
(epoch: 54, iters: 914, time: 0.084, data: 0.002) G_GAN: 2.202 G_L1: 4.686 D_real: 0.097 D_fake: 0.248
(epoch: 54, iters: 1014, time: 0.268, data: 0.002) G_GAN: 1.959 G_L1: 5.840 D_real: 0.086 D_fake: 0.316
(epoch: 54, iters: 1114, time: 0.083, data: 0.002) G_GAN: 2.372 G_L1: 5.647 D_real: 0.161 D_fake: 0.191
(epoch: 54, iters: 1214, time: 0.083, data: 0.002) G_GAN: 1.669 G_L1: 4.737 D_real: 0.209 D_fake: 0.426
(epoch: 54, iters: 1314, time: 0.084, data: 0.002) G_GAN: 1.721 G_L1: 4.945 D_real: 0.380 D_fake: 0.387
(epoch: 54, iters: 1414, time: 0.325, data: 0.002) G_GAN: 2.831 G_L1: 24.337 D_real: 0.000 D_fake: 0.172
(epoch: 54, iters: 1514, time: 0.083, data: 0.002) G_GAN: 2.740 G_L1: 5.450 D_real: 0.049 D_fake: 0.136
(epoch: 54, iters: 1614, time: 0.082, data: 0.002) G_GAN: 2.360 G_L1: 31.778 D_real: 0.000 D_fake: 0.189
(epoch: 54, iters: 1714, time: 0.083, data: 0.002) G_GAN: 2.984 G_L1: 13.571 D_real: 0.044 D_fake: 0.135
(epoch: 54, iters: 1814, time: 0.479, data: 0.002) G_GAN: 1.805 G_L1: 6.166 D_real: 0.635 D_fake: 0.322
(epoch: 54, iters: 1914, time: 0.082, data: 0.002) G_GAN: 2.689 G_L1: 44.230 D_real: 0.000 D_fake: 0.146
(epoch: 54, iters: 2014, time: 0.080, data: 0.002) G_GAN: 1.663 G_L1: 5.713 D_real: 0.790 D_fake: 0.332
(epoch: 54, iters: 2114, time: 0.080, data: 0.002) G_GAN: 1.841 G_L1: 3.997 D_real: 0.460 D_fake: 0.296
(epoch: 54, iters: 2214, time: 0.205, data: 0.004) G_GAN: 1.968 G_L1: 4.259 D_real: 0.434 D_fake: 0.258
(epoch: 54, iters: 2314, time: 0.083, data: 0.002) G_GAN: 2.240 G_L1: 5.761 D_real: 0.107 D_fake: 0.235
(epoch: 54, iters: 2414, time: 0.084, data: 0.002) G_GAN: 1.561 G_L1: 5.163 D_real: 0.239 D_fake: 0.478
(epoch: 54, iters: 2514, time: 0.085, data: 0.002) G_GAN: 1.780 G_L1: 4.670 D_real: 0.427 D_fake: 0.296
(epoch: 54, iters: 2614, time: 0.201, data: 0.002) G_GAN: 1.758 G_L1: 4.091 D_real: 0.257 D_fake: 0.475
(epoch: 54, iters: 2714, time: 0.081, data: 0.002) G_GAN: 2.339 G_L1: 30.126 D_real: 0.000 D_fake: 0.339
(epoch: 54, iters: 2814, time: 0.082, data: 0.002) G_GAN: 2.042 G_L1: 4.658 D_real: 0.434 D_fake: 0.235
(epoch: 54, iters: 2914, time: 0.080, data: 0.002) G_GAN: 1.353 G_L1: 5.350 D_real: 0.232 D_fake: 0.764
